bioguide_id,committee_name,policy_area
M000689,Committee on Appropriations,Macroeconomics
M000689,Committee on Homeland Security,Defense
M000689,Committee on Transportation and Infrastructure,Transportation
M000689,Committee on Commerce,Domestic Commerce
M000689,Committee on Science,Technology
M000689,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000689,Committee on Armed Services,Defense
M000689,Committee on Foreign Relations,International Affairs
M000689,Committee on Foreign Affairs,International Affairs
M000689,Committee on the Judiciary,Law and Crime
M000689,Committee on House Administration,Government Operations
M000689,Joint Committee on Taxation,Macroeconomics
M000689,Joint Committee on the Library,
M000689,Committee on Rules and Administration,Government Operations
M000689,Joint Committee on Printing,
M000689,Committee on Public Works,
M000689,"Committee on Banking, Housing, and Urban Affairs",Housing
M000689,Committee on Financial Services,Domestic Commerce
M000689,"Committee on Science, Space, and Technology",Technology
M000689,Committee on Natural Resources,Public Lands
M000689,Committee on Ways and Means,Macroeconomics
M000689,Committee on Environment and Public Works,Environment
M000689,Committee on Energy and Commerce,Energy
M000689,Committee on the Budget,Macroeconomics
M000689,Committee on Energy and Natural Resources,Energy
M000689,Committee on Finance,Macroeconomics
M000689,Committee on Oversight and Government Reform,Government Operations
M000689,Committee on Homeland Security and Governmental Affairs,Government Operations
M000702,Committee on Energy and Commerce,Energy
M000702,Committee on Energy and Natural Resources,Energy
M000702,Committee on Foreign Relations,International Affairs
M000702,Committee on Appropriations,Macroeconomics
M000702,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000702,"Committee on Health, Education, Labor, and Pensions",Health
M000702,Committee on the Budget,Macroeconomics
M000702,Joint Committee on Taxation,Macroeconomics
M000702,Committee on the Judiciary,Law and Crime
M000702,Committee on Armed Services,Defense
M000702,Special Committee on Aging,Social Welfare
M000702,Committee on Finance,Macroeconomics
M000702,Committee on Agriculture,Agriculture
M000702,Committee on Commerce,Domestic Commerce
M000702,Select Committee on Intelligence,Defense
M000702,House Permanent Select Committee on Intelligence,Defense
M000702,Committee on Environment and Public Works,Environment
M000702,Committee on Homeland Security and Governmental Affairs,Government Operations
M000702,"Committee on Banking, Housing, and Urban Affairs",Housing
M000702,Committee on Indian Affairs,Civil Rights
M000702,Committee on Veterans' Affairs,Social Welfare
M000702,Joint Select Committee on Deficit Reduction,
M000702,Committee on Natural Resources,Public Lands
M000702,Committee on Homeland Security,Defense
M000702,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
M000702,Committee on Rules and Administration,Government Operations
M000934,Committee on Homeland Security and Governmental Affairs,Government Operations
M000934,Committee on Veterans' Affairs,Social Welfare
M000934,Committee on the Judiciary,Law and Crime
M000934,Committee on the Budget,Macroeconomics
M000934,Committee on Armed Services,Defense
M000934,Committee on Finance,Macroeconomics
M000934,"Committee on Health, Education, Labor, and Pensions",Health
M000934,Committee on Energy and Natural Resources,Energy
M000934,Joint Committee on Taxation,Macroeconomics
M000934,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000934,Special Committee on Aging,Social Welfare
M000934,Committee on Appropriations,Macroeconomics
M000934,Committee on Ways and Means,Macroeconomics
M000934,Select Committee on Intelligence,Defense
M000934,House Permanent Select Committee on Intelligence,Defense
M000934,Committee on Natural Resources,Public Lands
M000934,Committee on Foreign Relations,International Affairs
M000934,Committee on Environment and Public Works,Environment
M000934,Committee on Transportation and Infrastructure,Transportation
M000934,Committee on Energy and Commerce,Energy
M000934,"Committee on Banking, Housing, and Urban Affairs",Housing
M000934,Committee on Financial Services,Domestic Commerce
M000934,Committee on Indian Affairs,Civil Rights
M000934,Committee on Foreign Affairs,International Affairs
M000934,Committee on Commerce,Domestic Commerce
M000934,Committee on Education and the Workforce,Education
M000934,Committee on Rules and Administration,Government Operations
M000934,Committee on House Administration,Government Operations
M000934,Committee on Small Business and Entrepreneurship,Domestic Commerce
M001111,"Committee on Health, Education, Labor, and Pensions",Health
M001111,Committee on Finance,Macroeconomics
M001111,Committee on Foreign Relations,International Affairs
M001111,Committee on Armed Services,Defense
M001111,Committee on Homeland Security and Governmental Affairs,Government Operations
M001111,Committee on Environment and Public Works,Environment
M001111,Committee on the Judiciary,Law and Crime
M001111,Committee on Homeland Security,Defense
M001111,Committee on Transportation and Infrastructure,Transportation
M001111,Committee on Indian Affairs,Civil Rights
M001111,Committee on Appropriations,Macroeconomics
M001111,Committee on Commerce,Domestic Commerce
M001111,Committee on Veterans' Affairs,Social Welfare
M001111,Joint Committee on Taxation,Macroeconomics
M001111,Committee on the Budget,Macroeconomics
M001111,Committee on Energy and Natural Resources,Energy
M001111,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M001111,Special Committee on Aging,Social Welfare
M001111,Committee on Agriculture,Agriculture
M001111,Committee on Natural Resources,Public Lands
M001111,Select Committee on Intelligence,Defense
M001111,Committee on Foreign Affairs,International Affairs
M001111,Committee on Education and the Workforce,Education
M001111,"Committee on Banking, Housing, and Urban Affairs",Housing
M001111,Committee on Energy and Commerce,Energy
M001111,Joint Select Committee on Deficit Reduction,
M001111,Committee on Education,Education
M001137,Committee on Education and the Workforce,Education
M001137,"Committee on Health, Education, Labor, and Pensions",Health
M001137,Committee on Natural Resources,Public Lands
M001137,Committee on Education and Labor,Education
M001137,Committee on Indian Affairs,Civil Rights
M001137,Committee on Finance,Macroeconomics
M001137,Committee on Ways and Means,Macroeconomics
M001137,Committee on Foreign Affairs,International Affairs
M001137,Committee on Appropriations,Macroeconomics
M001137,Committee on Financial Services,Domestic Commerce
M001137,Committee on Homeland Security,Defense
M001137,Committee on Homeland Security and Governmental Affairs,Government Operations
M001137,Committee on Foreign Relations,International Affairs
M001137,Committee on the Judiciary,Law and Crime
M001137,Select Committee on Energy Independence and Global Warming,
M001137,Committee on Ethics,Government Operations
M001137,Committee on Agriculture,Agriculture
M001137,"Committee on Science, Space, and Technology",Technology
M001137,Committee on Armed Services,Defense
M001137,Select Committee on Intelligence,Defense
M001137,House Permanent Select Committee on Intelligence,Defense
M001137,Committee on Transportation and Infrastructure,Transportation
M001137,Committee on Rules,Government Operations
M001137,Committee on Oversight and Government Reform,Government Operations
M001137,"Committee on Banking, Housing, and Urban Affairs",Housing
M001137,Committee on Banking and Currency,
M001143,House Permanent Select Committee on Intelligence,Defense
M001143,Committee on Agriculture,Agriculture
M001143,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
M001143,Committee on Financial Services,Domestic Commerce
M001143,Committee on Appropriations,Macroeconomics
M001143,Committee on Armed Services,Defense
M001143,Select Committee on Intelligence,Defense
M001143,Committee on Natural Resources,Public Lands
M001143,Committee on Energy and Natural Resources,Energy
M001143,"Committee on Science, Space, and Technology",Technology
M001143,Committee on Education and Labor,Education
M001143,Committee on Transportation and Infrastructure,Transportation
M001143,Committee on Public Works,
M001143,Committee on Foreign Affairs,International Affairs
M001143,Committee on Education and the Workforce,Education
M001143,Committee on the Budget,Macroeconomics
M001143,Committee on the Judiciary,Law and Crime
M001143,Committee on Homeland Security and Governmental Affairs,Government Operations
M001143,Committee on Foreign Relations,International Affairs
M001143,Committee on Homeland Security,Defense
M001143,Committee on Rules,Government Operations
M001143,"Committee on Banking, Housing, and Urban Affairs",Housing
M001143,Committee on Environment and Public Works,Environment
M001143,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M001143,Committee on Energy and Commerce,Energy
M001143,Committee on Science and Technology,
M001143,Committee on Commerce,Domestic Commerce
M001143,Committee on Science,Technology
M001143,Committee on House Administration,Government Operations
M001143,Committee on Rules and Administration,Government Operations
M001143,Joint Committee on Taxation,Macroeconomics
M001143,Joint Committee on the Library,
M001143,Committee on Veterans' Affairs,Social Welfare
M001143,Committee on Oversight and Government Reform,Government Operations
M001143,Committee on International Relations,
M001143,Committee on Ways and Means,Macroeconomics
M001143,"Committee on Health, Education, Labor, and Pensions",Health
M001143,Committee on Finance,Macroeconomics
M001144,Committee on Veterans' Affairs,Social Welfare
M001144,Committee on Oversight and Government Reform,Government Operations
M001144,Committee on House Administration,Government Operations
M001144,Committee on the Budget,Macroeconomics
M001144,Committee on Homeland Security,Defense
M001144,Committee on the Judiciary,Law and Crime
M001144,Committee on Natural Resources,Public Lands
M001144,Committee on Rules,Government Operations
