interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
Coalition of Private Safety-Net Hospitals,5357,Coalition of Private Safety-Net Hospitals,Coalition of Private Safety-Net Hospitals,34,Medicare (Australia),Private Safety-Net Hospitals Coalition,,,True,False,False,True,False
Coastal Conservation Association,5375,Coastal Conservation Association,Coastal Conservation Association,100,Coastal Conservation Association,Coastal Conservation Association,CCA,CCA,True,True,False,False,False
College on Problems of Drug Dependence,5397,College on Problems of Drug Dependence,College on Problems of Drug Dependence,100,College on Problems of Drug Dependence,College on Problems of Drug Dependence,CPDD,CPDD,True,True,False,False,False
College Parents of America,5398,College Parents of America,College Parents of America,61,Meet the Parents,College Parents of America,,,True,False,False,True,False
Colombian American Service Association,5404,Colombian American Service Association,Colombian American Service Association,85,American Nurses Association,Colombian American Service Association,,,True,False,False,True,False
Colorado Association of Transit Agencies,5411,Colorado Association of Transit Agencies,Colorado Association of Transit Agencies,42,Roaring Fork Transportation Authority,Colorado Association of Transit Agencies,,,True,False,False,True,False
Colorado River Energy Distributors Association,5417,Colorado River Energy Distributors Association,Colorado River Energy Distributors Association,30,Glen Canyon Dam,Colorado River Energy Distributors Association,,,True,False,False,True,False
Colorado River Indian Tribes,5418,Colorado River Indian Tribes,Colorado River Indian Tribes,100,Colorado River Indian Tribes,Colorado River Indian Tribes,CRIT,CRIT,True,True,False,False,False
Commerce Clause Coalition,5451,Commerce Clause Coalition,Commerce Clause Coalition,35,First Amendment to the United States Constitution,Commerce Clause Coalition,,,True,False,False,True,False
Commercial Law League of America,5455,Commercial Law League of America,Commercial Law League of America,29,Edmund G. McGilton,Commercial Law League of America,,,True,False,False,True,False
Commission of Accredited Truck Driving Schools (CATDS),5459,Commission of Accredited Truck Driving Schools (CATDS),Commission of Accredited Truck Driving Schools (CATDS),0,,Commission of Accredited Truck Driving Schools (CATDS),,,False,False,False,False,False
Committee for Citizen Awareness,5462,Committee for Citizen Awareness,Committee for Citizen Awareness,56,World Autism Awareness Day,Committee for Citizen Awareness,,,True,False,False,True,False
Committee of Annuity Insurers,5466,Committee of Annuity Insurers,Committee of Annuity Insurers,36,Structured settlement,Committee of Annuity Insurers,,,True,False,False,True,False
Committee of Domestic Steel Wire Rope and Specialty Cable Manufacturers,5467,Committee of Domestic Steel Wire Rope and Specialty Cable Manufacturers,Committee of Domestic Steel Wire Rope and Specialty Cable Manufacturers,42,Timeline of United States inventions (before 1890),Committee of Domestic Steel Wire Rope and Specialty Cable Manufacturers,,,True,False,False,True,False
Committee on Pipe and Tube Imports,5470,Committee on Pipe and Tube Imports,Committee on Pipe and Tube Imports,39,Fire Sprinkler Incentive Act,Committee on Pipe and Tube Imports,,,True,False,False,True,False
Committee to Support the Antitrust Laws,5474,Committee to Support the Antitrust Laws,Committee to Support the Antitrust Laws,61,United States antitrust law,Committee to Support the Antitrust Laws,,,True,False,False,True,False
Commonwealth Fund,5478,Commonwealth Fund,Commonwealth Fund,100,Commonwealth Fund,Commonwealth Fund,,,True,True,False,False,False
"Communities in Schools, Inc.",5482,"Communities in Schools, Inc.",Communities in Schools,100,Communities In Schools,Communities In Schools,,,True,False,True,False,False
Community Development Venture Capital Association,5487,Community Development Venture Capital Association,Community Development Venture Capital Association,75,Corporate venture capital,Community Development Venture Capital Association,,,True,False,False,True,False
Community Financial Services Association,5488,Community Financial Services Association,Community Financial Services Association,100,Community Financial Services Association of America,Community Financial Services Association of America,CFSA,CFSA,True,True,False,False,False
Confederated Salish and Kootenai Tribes of the Flathead Nation,5525,Confederated Salish and Kootenai Tribes of the Flathead Nation,Confederated Salish and Kootenai Tribes of the Flathead Nation,100,Confederated Salish and Kootenai Tribes,Confederated Salish and Kootenai Tribes,,,True,False,False,False,False
Confederated Tribes of the Grand Ronde,5527,Confederated Tribes of the Grand Ronde,Confederated Tribes of the Grand Ronde,100,Confederated Tribes of the Grand Ronde Community of Oregon,Confederated Tribes of the Grand Ronde Community of Oregon,CTGR,,True,True,False,False,True
Confederated Tribes of the Umatilla Reservation of Oregon,5528,Confederated Tribes of the Umatilla Reservation of Oregon,Confederated Tribes of the Umatilla Reservation of Oregon,93,Confederated Tribes of the Umatilla Indian Reservation,Confederated Tribes of the Umatilla Indian Reservation,,,True,False,False,False,False
Confederated Tribes of Warm Springs Reservation,5529,Confederated Tribes of Warm Springs Reservation,Confederated Tribes of Warm Springs Reservation,100,Confederated Tribes of Warm Springs,Confederated Tribes of Warm Springs,,,True,False,False,False,False
Consortium for Plant Biotechnology Research,5551,Consortium for Plant Biotechnology Research,Consortium for Plant Biotechnology Research,67,Microbial consortium,Consortium for Plant Biotechnology Research,,,True,False,False,True,False
Consortium for Regional Climate Centers,5552,Consortium for Regional Climate Centers,Consortium for Regional Climate Centers,18,CGIAR,Consortium for Regional Climate Centers,,,True,False,False,True,False
Consortium for Worker Education,5553,Consortium for Worker Education,Consortium for Worker Education,37,Pathways out of Poverty,Consortium for Worker Education,,,True,False,False,True,False
Consortium on Government Relations for Student Affairs,5554,Consortium on Government Relations for Student Affairs,Consortium on Government Relations for Student Affairs,35,Claremont McKenna College,Consortium on Government Relations for Student Affairs,,,True,False,False,True,False
Contractors International Group on Nuclear Liability,5574,Contractors International Group on Nuclear Liability,Contractors International Group on Nuclear Liability,48,Priceâ€“Anderson Nuclear Industries Indemnity Act,Contractors International Group on Nuclear Liability,,,True,False,False,True,False
Cooley's Anemia Foundation,5589,Cooley's Anemia Foundation,Cooley's Anemia Foundation,100,Cooley's Anemia Foundation,Cooley's Anemia Foundation,,,True,True,False,False,False
Cooperative of American Physicians,5592,Cooperative of American Physicians,Cooperative of American Physicians,26,ProAssurance,Cooperative of American Physicians,CAP,,True,False,False,True,True
"Copper Development Association, Inc",5595,"Copper Development Association, Inc",Copper Development Association,57,Copper in architecture,Copper Development Association,,,True,False,True,True,False
Coquille Indian Tribe,5597,Coquille Indian Tribe,Coquille Indian Tribe,100,Coquille Indian Tribe,Coquille Indian Tribe,KOH,,True,True,False,False,True
Corn Belt Energy Corp.,5606,Corn Belt Energy Corp.,,34,List of companies of the United States by state,,,,True,False,True,True,False
Corporate Environmental Enforcement Council (CEEC),5613,Corporate Environmental Enforcement Council (CEEC),Corporate Environmental Enforcement Council (CEEC),31,Belt and Road Initiative,Corporate Environmental Enforcement Council (CEEC),,,True,False,False,True,False
Corporate Health Care Coalition,5614,Corporate Health Care Coalition,Corporate Health Care Coalition,43,Healthcare in Canada,Corporate Health Care Coalition,,,True,False,False,True,False
Correctional Vendors Association,5622,Correctional Vendors Association,Correctional Vendors Association,86,American Correctional Association,Correctional Vendors Association,,,True,False,False,True,False
Council for Agricultural Science and Technology,5633,Council for Agricultural Science and Technology,Council for Agricultural Science and Technology,70,Science and technology in the Philippines,Council for Agricultural Science and Technology,,,True,False,False,True,False
Council of American Overseas Research Centers,5638,Council of American Overseas Research Centers,Council of American Overseas Research Centers,100,Council of American Overseas Research Centers,Council of American Overseas Research Centers,CAORC,CAORC,True,True,False,False,False
"Council of Senior Centers and Services of New York City, Inc.",5643,"Council of Senior Centers and Services of New York City, Inc.","Council of Senior Centers and Services of New York City, Inc.",100,New York City,"Council of Senior Centers and Services of New York City, Inc.",,,True,False,False,True,False
Council of Women's and Infant's Specialty Hospitals,5648,Council of Women's and Infant's Specialty Hospitals,Council of Women's and Infant's Specialty Hospitals,69,Medical specialty,Council of Women's and Infant's Specialty Hospitals,,,True,False,False,True,False
Council on Federal Procurement of Architectural and Engineering Services,5649,Council on Federal Procurement of Architectural and Engineering Services,Council on Federal Procurement of Architectural and Engineering Services,100,Procurement,Council on Federal Procurement of Architectural and Engineering Services,,,True,False,False,True,False
Council of Smaller Enterprises,5652,Council of Smaller Enterprises,Council of Smaller Enterprises,100,Council of Smaller Enterprises,Council of Smaller Enterprises,COSE,,True,True,False,False,True
