interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
National Council on Compensation Insurance,8740,National Council on Compensation Insurance,National Council on Compensation Insurance,100,National Council on Compensation Insurance,National Council on Compensation Insurance,NCCI,NCCI,TRUE,TRUE,FALSE,FALSE,FALSE
National Council on Teacher Retirement,8743,National Council on Teacher Retirement,National Council on Teacher Retirement,73,National Institute on Retirement Security,National Institute on Retirement Security,NCTR,NCTR,TRUE,FALSE,FALSE,FALSE,FALSE
National Customs Brokers and Forwarders Association of America,8744,National Customs Brokers and Forwarders Association of America,National Customs Brokers and Forwarders Association of America,67,Customs broker,,,NCBFAA,TRUE,FALSE,FALSE,TRUE,TRUE
National Days of Dialogue on Race Relations,8745,National Days of Dialogue on Race Relations,National Days of Dialogue on Race Relations,58,Brazil–China relations,,,,TRUE,FALSE,FALSE,TRUE,FALSE
National Employment Opportunities Network,8751,National Employment Opportunities Network,National Employment Opportunities Network,48,Equal opportunity,,,NEON,TRUE,FALSE,FALSE,TRUE,TRUE
National Energy Assistance Directors' Association,8752,National Energy Assistance Directors' Association,National Energy Assistance Directors' Association,52,Atomic Energy Commission of India,,,NEADA,TRUE,FALSE,FALSE,TRUE,TRUE
National Energy Management Institute,8753,National Energy Management Institute,National Energy Management Institute,83,Energy demand management,,,NEMI,TRUE,FALSE,FALSE,TRUE,TRUE
National Environmental Education and Training Center,8757,National Environmental Education and Training Center,National Environmental Education and Training Center,100,Environmental education,,,,TRUE,FALSE,FALSE,TRUE,FALSE
National Federation of State High School Associations,8766,National Federation of State High School Associations,National Federation of State High School Associations,100,National Federation of State High School Associations,National Federation of State High School Associations,NFHS,NFHS,TRUE,TRUE,FALSE,FALSE,FALSE
National Film Preservation Foundation,8768,National Film Preservation Foundation,National Film Preservation Foundation,100,National Film Preservation Foundation,National Film Preservation Foundation,NFPF,NFPF,TRUE,TRUE,FALSE,FALSE,FALSE
National Football League,8769,National Football League,,100,National Football League,,NFL,,TRUE,TRUE,TRUE,TRUE,TRUE
National Forest Counties School Coalition,8770,National Forest Counties School Coalition,National Forest Counties School Coalition,32,2016 in aviation,,,NFCS,TRUE,FALSE,FALSE,TRUE,TRUE
National Grain Sorgum Producers,8775,National Grain Sorgum Producers,National Grain Sorgum Producers,0,,,,NGSP,FALSE,FALSE,FALSE,FALSE,TRUE
"National Grape Co-operative Association, Inc.",8776,"National Grape Co-operative Association, Inc.","National Grape Co-operative Association, Inc.",38,History of the cooperative movement,,,,TRUE,FALSE,FALSE,TRUE,FALSE
National Ground Water Association,8777,National Ground Water Association,National Ground Water Association,100,National Ground Water Association,National Ground Water Association,NGWA,NGWA,TRUE,TRUE,FALSE,FALSE,FALSE
National Healthy Start Association,8779,National Healthy Start Association,National Healthy Start Association,46,Head Start (program),,,NHSA,TRUE,FALSE,FALSE,TRUE,TRUE
National Hemophilia Foundation,8780,National Hemophilia Foundation,National Hemophilia Foundation,100,National Hemophilia Foundation,National Hemophilia Foundation,NHF,NHF,TRUE,TRUE,FALSE,FALSE,FALSE
National Hockey League,8782,National Hockey League,,100,National Hockey League,,NFL,,TRUE,TRUE,TRUE,TRUE,TRUE
National Honey Board,8784,National Honey Board,National Honey Board,100,Honey,,,NHB,TRUE,FALSE,FALSE,TRUE,TRUE
National Housing Conference,8787,National Housing Conference,National Housing Conference,100,National Housing Conference,National Housing Conference,NHC,NHC,TRUE,TRUE,FALSE,FALSE,FALSE
National Indian Child Welfare Association,8790,National Indian Child Welfare Association,National Indian Child Welfare Association,91,Indian Child Welfare Act,,,NICWA,TRUE,FALSE,FALSE,TRUE,TRUE
National Institute for Water Resources,8795,National Institute for Water Resources,National Institute for Water Resources,100,National Water Resources Institute,National Water Resources Institute,,NIWR,TRUE,FALSE,FALSE,FALSE,TRUE
National Job Corps Association,8800,National Job Corps Association,National Job Corps Association,35,AmeriCorps,,,NIJCA,TRUE,FALSE,FALSE,TRUE,TRUE
National Liberty Museum,8802,National Liberty Museum,National Liberty Museum,100,National Liberty Museum,National Liberty Museum,,NLM,TRUE,TRUE,FALSE,FALSE,TRUE
National Marrow Donor Program,8805,National Marrow Donor Program,National Marrow Donor Program,100,National Marrow Donor Program,Be The Match,NMDP,NMDP,TRUE,TRUE,FALSE,TRUE,FALSE
National Meat Association,8807,National Meat Association,National Meat Association,52,North American Meat Institute,North American Meat Institute,NMA,,TRUE,FALSE,FALSE,FALSE,TRUE
National Migrant Head Start Association,8809,National Migrant Head Start Association,National Migrant Head Start Association,71,Head Start (program),,,NMHSA,TRUE,FALSE,FALSE,TRUE,TRUE
National Mitigation Bankers Association,8810,National Mitigation Bankers Association,National Mitigation Bankers Association,81,American Bankers Association,,,NMBA,TRUE,FALSE,FALSE,TRUE,TRUE
National Music Publishers' Association,8811,National Music Publishers' Association,National Music Publishers' Association,100,National Music Publishers' Association,National Music Publishers' Association,NMPA,NMPA,TRUE,TRUE,FALSE,FALSE,FALSE
National Nutritional Foods Association,8813,National Nutritional Foods Association,National Nutritional Foods Association,61,Natural Products Association,Natural Products Association,AHFA,,TRUE,FALSE,FALSE,FALSE,TRUE
National Organization of Social Security Claimants' Representatives,8816,National Organization of Social Security Claimants' Representatives,National Organization of Social Security Claimants' Representatives,100,National Organization of Social Security Claimants' Representatives,National Organization of Social Security Claimants' Representatives,NOSSCR,NOSSCR,TRUE,TRUE,FALSE,FALSE,FALSE
National Park Hospitality Association,8818,National Park Hospitality Association,National Park Hospitality Association,85,British Hospitality Association,,,NPHA,TRUE,FALSE,FALSE,TRUE,TRUE
National Pasta Association,8819,National Pasta Association,National Pasta Association,100,National Pasta Association,National Pasta Association,NPA,,TRUE,TRUE,FALSE,FALSE,TRUE
National Patient Advocate Foundation,8820,National Patient Advocate Foundation,National Patient Advocate Foundation,61,Patient advocacy,,GNA,NPAF,TRUE,FALSE,FALSE,TRUE,TRUE
National Pawnbrokers Association,8821,National Pawnbrokers Association,National Pawnbrokers Association,100,National Pawnbrokers Association,National Pawnbrokers Association,NPA,,TRUE,TRUE,FALSE,FALSE,TRUE
National Potato Council,8827,National Potato Council,National Potato Council,100,Potato,,,NPC,TRUE,FALSE,FALSE,TRUE,TRUE
National Psoriasis Foundation,8831,National Psoriasis Foundation,National Psoriasis Foundation,100,National Psoriasis Foundation,National Psoriasis Foundation,NPF,NPF,TRUE,TRUE,FALSE,FALSE,FALSE
National Railroad and Construction Maintenance Association,8833,National Railroad and Construction Maintenance Association,National Railroad and Construction Maintenance Association,100,National Railroad Construction and Maintenance Association,National Railroad Construction and Maintenance Association,,NRCMA,TRUE,FALSE,FALSE,FALSE,TRUE
"National Religious Broadcasters, Music License Committee",8836,"National Religious Broadcasters, Music License Committee","National Religious Broadcasters, Music License Committee",36,Television licence,National Religious Broadcasters Music License Committee,,NRB,TRUE,FALSE,FALSE,TRUE,TRUE
National Research Center for College and University Admissions,8837,National Research Center for College and University Admissions,National Research Center for College and University Admissions,81,University and college admission,,,NRCCUA,TRUE,FALSE,FALSE,TRUE,TRUE
National Rural Telecom Association,8841,National Rural Telecom Association,National Rural Telecom Association,73,United States Telecom Association,The Rural Broadband Association,,NTCA,TRUE,FALSE,FALSE,TRUE,TRUE
National Rural Water Association,8842,National Rural Water Association,National Rural Water Association,100,National Rural Water Association,National Rural Water Association,NRWA,NRWA,TRUE,TRUE,FALSE,FALSE,FALSE
National Ski Area Association,8847,National Ski Area Association,National Ski Area Association,43,List of ski areas and resorts in the United States,,,NSAA,TRUE,FALSE,FALSE,TRUE,TRUE
National Space Grant Alliance,8849,National Space Grant Alliance,National Space Grant Alliance,82,National Space Grant College and Fellowship Program,,,NSGA,TRUE,FALSE,FALSE,TRUE,TRUE
National Sunflower Association,8854,National Sunflower Association,National Sunflower Association,82,Sunflower oil,,,,TRUE,FALSE,FALSE,TRUE,FALSE
"National Thoroughbred Racing Association, Inc.",8857,"National Thoroughbred Racing Association, Inc.",National Thoroughbred Racing Association,100,Thoroughbred,,,NTRA,TRUE,FALSE,TRUE,TRUE,TRUE
National Underground Railroad Freedom Center,8861,National Underground Railroad Freedom Center,National Underground Railroad Freedom Center,100,National Underground Railroad Freedom Center,National Underground Railroad Freedom Center,ESCAPE,NURFC,TRUE,TRUE,FALSE,FALSE,TRUE
National Weather Service Employees Organization,8864,National Weather Service Employees Organization,National Weather Service Employees Organization,100,National Weather Service,,NWSEO,NWSEO,TRUE,FALSE,FALSE,TRUE,FALSE
National Women's History Museum,8867,National Women's History Museum,National Women's History Museum,100,National Women's History Museum,National Women's History Museum,NWHM,NWHM,TRUE,TRUE,FALSE,FALSE,FALSE
National Writing Project,8868,National Writing Project,National Writing Project,100,National Writing Project,National Writing Project,NWP,NWP,TRUE,TRUE,FALSE,FALSE,FALSE
"Navajo Nation Oil and Gas Co., Inc.",8879,"Navajo Nation Oil and Gas Co., Inc.",,100,Navajo Nation,,,NNOGC,TRUE,FALSE,TRUE,TRUE,TRUE
Naval Reserve Association,8881,Naval Reserve Association,Naval Reserve Association,86,Fleet Reserve Association,Naval Enlisted Reserve Association,,AUSN,TRUE,FALSE,FALSE,TRUE,TRUE
Neurofibromatosis,8916,Neurofibromatosis,,100,Neurofibromatosis,,,,TRUE,TRUE,TRUE,TRUE,FALSE
New England Aquarium,8927,New England Aquarium,,100,New England Aquarium,,AZA,,TRUE,TRUE,TRUE,TRUE,TRUE
New York Bankers Association,8966,New York Bankers Association,New York Bankers Association,82,Consumer Bankers Association,,,NYBA,TRUE,FALSE,FALSE,TRUE,TRUE
New York Botanical Garden,8968,New York Botanical Garden,,100,New York Botanical Garden,,NYBG,,TRUE,TRUE,TRUE,TRUE,TRUE
New York Institute for Special Education,8974,New York Institute for Special Education,New York Institute for Special Education,100,New York Institute for Special Education,New York Institute for Special Education,NYISE,NYISE,TRUE,TRUE,FALSE,FALSE,FALSE
New York Roadway Improvement Coalition,8982,New York Roadway Improvement Coalition,New York Roadway Improvement Coalition,76,New York City,,,NYRIC,TRUE,FALSE,FALSE,TRUE,TRUE
New York State Association of Health Care Providers,8983,New York State Association of Health Care Providers,New York State Association of Health Care Providers,57,Elevance Health,,,HCP,TRUE,FALSE,FALSE,TRUE,TRUE
"New York Structural Biology Center, The",8992,"New York Structural Biology Center, The",New York Structural Biology Center,57,Structural bioinformatics,,,NYSBC,TRUE,FALSE,TRUE,TRUE,TRUE
Newington-Cropsey Foundation,9008,Newington-Cropsey Foundation,Newington-Cropsey Foundation,100,Newington-Cropsey Foundation,Newington-Cropsey Foundation,NCF,NCF,TRUE,TRUE,FALSE,FALSE,FALSE
North American Association of Food Equipment Manufacturers,9067,North American Association of Food Equipment Manufacturers,North American Association of Food Equipment Manufacturers,42,Food processing,,,NAFEM,TRUE,FALSE,FALSE,TRUE,TRUE
North American Electric Reliability Council,9074,North American Electric Reliability Council,,90,North American Electric Reliability Corporation,,,,TRUE,FALSE,TRUE,TRUE,FALSE
North American Technician Excellence,9083,North American Technician Excellence,North American Technician Excellence,58,Line technician (automotive),,,NATE,TRUE,FALSE,FALSE,TRUE,TRUE
North Carolina Peanut Growers Association,9087,North Carolina Peanut Growers Association,North Carolina Peanut Growers Association,17,Sesame,,,NCPGA,TRUE,FALSE,FALSE,TRUE,TRUE
Northeast Ohio Areawide Coordination Agency (NOACA),9105,Northeast Ohio Areawide Coordination Agency (NOACA),Northeast Ohio Areawide Coordination Agency,0,,,,NOACA,FALSE,FALSE,TRUE,FALSE,TRUE
Northeast Texas Electric Cooperative,9107,Northeast Texas Electric Cooperative,Northeast Texas Electric Cooperative,61,List of United States electric companies,,,NETEC,TRUE,FALSE,FALSE,TRUE,TRUE
Northwest Horticultural Council,9132,Northwest Horticultural Council,Northwest Horticultural Council,29,Morpholine,,,NWHC,TRUE,FALSE,FALSE,TRUE,TRUE
Northwest Indian Fisheries Commission,9133,Northwest Indian Fisheries Commission,Northwest Indian Fisheries Commission,31,Billy Frank Jr.,,SAIA,NWIFC,TRUE,FALSE,FALSE,TRUE,TRUE
Northwest Public Power Association,9138,Northwest Public Power Association,Northwest Public Power Association,18,"Murray, Utah",,,NWPPA,TRUE,FALSE,FALSE,TRUE,TRUE
Nurses Organization of Veterans Affairs,9167,Nurses Organization of Veterans Affairs,Nurses Organization of Veterans Affairs,40,Vernice Ferguson,,,NOVA,TRUE,FALSE,FALSE,TRUE,TRUE
Ocean Spray Cranberries,9198,Ocean Spray Cranberries,,74,Ocean Spray (cooperative),,,,TRUE,FALSE,TRUE,TRUE,FALSE
Oglala Sioux Tribe,9212,Oglala Sioux Tribe,,100,Oglala,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Ohio Municipal Electric Association,9218,Ohio Municipal Electric Association,Ohio Municipal Electric Association,51,List of United States electric companies,,,OMEA,TRUE,FALSE,FALSE,TRUE,TRUE
Ohio River Valley Water Sanitation,9220,Ohio River Valley Water Sanitation,,100,Ohio River,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Oklahoma Indian Gaming Association,9229,Oklahoma Indian Gaming Association,Oklahoma Indian Gaming Association,85,National Indian Gaming Association,,,OIGA,TRUE,FALSE,FALSE,TRUE,TRUE
Oklahoma State Medical Association,9231,Oklahoma State Medical Association,Oklahoma State Medical Association,61,2023 Oklahoma State Question 820,,,OSMA,TRUE,FALSE,FALSE,TRUE,TRUE
One Economy Corp.,9257,One Economy Corp.,,69,Economy of China,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Oneida Indian Nation of New York,9259,Oneida Indian Nation of New York,,100,Oneida Indian Nation,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Oregon Water Resources Congress,9306,Oregon Water Resources Congress,Oregon Water Resources Congress,58,Central Oregon Jobs and Water Security Act,,,OWRC,TRUE,FALSE,FALSE,TRUE,TRUE
Organic Trade Association,9310,Organic Trade Association,Organic Trade Association,100,Organic Trade Association,Organic Trade Association,OTA,OTA,TRUE,TRUE,FALSE,FALSE,FALSE
Outdoor Power Equipment Aftermarket Association,9334,Outdoor Power Equipment Aftermarket Association,Outdoor Power Equipment Aftermarket Association,12,SEMA,,,OPEAA,TRUE,FALSE,FALSE,TRUE,TRUE
Outdoor Recreation Coalition of America,9335,Outdoor Recreation Coalition of America,Outdoor Recreation Coalition of America,61,Pinhoti National Recreation Trail,,,ORCA,TRUE,FALSE,FALSE,TRUE,TRUE
"Owner-Operator Independent Drivers Association, Inc.",9339,"Owner-Operator Independent Drivers Association, Inc.","Owner-Operator Independent Drivers Association, Inc.",40,Tennessee Public Service Commission,Owner�Operator Independent Drivers Association,,OOIDA,TRUE,FALSE,FALSE,TRUE,TRUE
